% Column 0: Length, mm
% Column 1: |B|, Tesla
0.00000000e+000	5.03444042e-002	
1.05312226e-001	6.57377999e-002	
2.10624453e-001	8.34155801e-002	
3.15936679e-001	1.11832739e-001	
4.21248905e-001	1.41294523e-001	
5.26561131e-001	1.71262667e-001	
6.31873358e-001	1.83165776e-001	
7.37185584e-001	1.78605502e-001	
8.42497810e-001	2.38389597e-001	
9.47810036e-001	3.12972870e-001	
1.05312226e+000	3.78435994e-001	
1.15843449e+000	4.28178711e-001	
1.26374672e+000	5.29893315e-001	
1.36905894e+000	6.32593559e-001	
1.47437117e+000	6.88311217e-001	
1.57968339e+000	7.28510207e-001	
1.68499562e+000	7.24562870e-001	
1.79030785e+000	7.51787425e-001	
1.89562007e+000	7.91697184e-001	
2.00093230e+000	8.30304293e-001	
2.10624453e+000	8.40866321e-001	
2.21155675e+000	8.51447435e-001	
2.31686898e+000	8.64804632e-001	
2.42218120e+000	8.99883152e-001	
2.52749343e+000	9.35156571e-001	
2.63280566e+000	9.93561756e-001	
2.73811788e+000	1.06026546e+000	
2.84343011e+000	1.07911572e+000	
2.94874234e+000	1.07765965e+000	
3.05405456e+000	1.11220645e+000	
3.15936679e+000	9.88108770e-001	
3.26467901e+000	9.22259620e-001	
3.36999124e+000	8.98845794e-001	
3.47530347e+000	8.58705543e-001	
3.58061569e+000	7.84141937e-001	
3.68592792e+000	7.09632720e-001	
3.79124015e+000	6.70990657e-001	
3.89655237e+000	6.36602713e-001	
4.00186460e+000	6.03622106e-001	
4.10717682e+000	5.72292198e-001	
4.21248905e+000	5.42898841e-001	
4.31780128e+000	5.18912058e-001	
4.42311350e+000	5.09604249e-001	
4.52842573e+000	5.11751048e-001	
4.63373796e+000	5.22913848e-001	
4.73905018e+000	5.37054339e-001	
4.84436241e+000	5.53944534e-001	
4.94967463e+000	5.73341473e-001	
5.05498686e+000	5.96916598e-001	
5.16029909e+000	6.44607441e-001	
5.26561131e+000	6.93510081e-001	
5.37092354e+000	7.31365746e-001	
5.47623577e+000	7.51603484e-001	
5.58154799e+000	7.82843973e-001	
5.68686022e+000	8.69201178e-001	
5.79217244e+000	8.19389295e-001	
5.89748467e+000	8.06101504e-001	
6.00279690e+000	7.40398859e-001	
6.10810912e+000	6.66558925e-001	
6.21342135e+000	5.81918294e-001	
6.31873358e+000	4.52376767e-001	
6.42404580e+000	3.28627224e-001	
6.52935803e+000	2.73653133e-001	
6.63467025e+000	2.07580192e-001	
6.73998248e+000	1.41544122e-001	
6.84529471e+000	1.08110707e-001	
6.95060693e+000	9.42564011e-002	
7.05591916e+000	8.07989193e-002	
7.16123139e+000	6.79515816e-002	
7.26654361e+000	5.30243028e-002	
7.37185584e+000	3.77883445e-002	
7.47716806e+000	3.69062916e-002	
7.58248029e+000	4.50727548e-002	
7.68779252e+000	5.82856714e-002	
7.79310474e+000	7.22853780e-002	
7.89841697e+000	8.49042113e-002	
8.00372920e+000	9.81927093e-002	
8.10904142e+000	1.11818560e-001	
8.21435365e+000	1.25446783e-001	
8.31966587e+000	1.62874911e-001	
8.42497810e+000	2.09027280e-001	
8.53029033e+000	2.57377298e-001	
8.63560255e+000	3.30625757e-001	
8.74091478e+000	4.67116463e-001	
8.84622701e+000	5.73656902e-001	
8.95153923e+000	6.25545161e-001	
9.05685146e+000	6.67225581e-001	
9.16216368e+000	7.09240385e-001	
9.26747591e+000	7.51533494e-001	
9.37278814e+000	7.75677391e-001	
9.47810036e+000	7.71284098e-001	
9.58341259e+000	7.79368677e-001	
9.68872482e+000	7.87673740e-001	
9.79403704e+000	7.95991656e-001	
9.89934927e+000	8.07641753e-001	
1.00046615e+001	8.19396264e-001	
1.01099737e+001	8.31250761e-001	
1.02152859e+001	8.41234136e-001	
1.03205982e+001	8.48220510e-001	
1.04259104e+001	8.55208061e-001	
1.05312226e+001	8.57738360e-001	
1.06365349e+001	8.59791752e-001	
1.07418471e+001	8.61933175e-001	
1.08471593e+001	8.64161976e-001	
1.09524715e+001	8.66477478e-001	
1.10577838e+001	8.68878990e-001	
1.11630960e+001	8.82905608e-001	
1.12684082e+001	8.99204285e-001	
1.13737204e+001	9.33457291e-001	
1.14790327e+001	9.83276527e-001	
1.15843449e+001	1.00493068e+000	
1.16896571e+001	9.98817297e-001	
1.17949693e+001	1.00338897e+000	
1.19002816e+001	9.16875298e-001	
1.20055938e+001	8.31274006e-001	
1.21109060e+001	7.78803238e-001	
1.22162182e+001	7.26842195e-001	
1.23215305e+001	6.76860340e-001	
1.24268427e+001	6.41968995e-001	
1.25321549e+001	5.95475297e-001	
1.26374672e+001	5.51835086e-001	
1.27427794e+001	5.11778845e-001	
1.28480916e+001	4.86897361e-001	
1.29534038e+001	4.75108559e-001	
1.30587161e+001	4.71637424e-001	
1.31640283e+001	4.72718820e-001	
1.32693405e+001	4.77519245e-001	
1.33746527e+001	4.86689338e-001	
1.34799650e+001	5.13663757e-001	
1.35852772e+001	5.60388337e-001	
1.36905894e+001	5.66063866e-001	
1.37959016e+001	5.10670761e-001	
1.39012139e+001	4.40864643e-001	
1.40065261e+001	4.15259311e-001	
1.41118383e+001	3.78506956e-001	
1.42171505e+001	3.36934502e-001	
1.43224628e+001	3.31910552e-001	
